gateid,treatment,date_random_assignment,site,w1_completed,w2_completed,w3_completed,age,gender,race_white_hispanic,race_white_not_hispanic,race_black_hispanic,race_black_not_hispanic,race_american_indian_alaskan,race_hawaiian_pacific_islander,race_asian,race_other,language,grade,household_size,has_children_in_hh,number_of_children_in_hh,marital_status,household_income,born_us,citizen,disability,ever_self_employed,years_self_employed,cb_industry,cb_start_mth,cb_start_year,cb_end_mth,cb_end_year,self_employed_at_application,weeks_self_employed,cb_weekly_hours_worked,cb_was_financial_success,cb_maximum_employees,relatives_friends_ever_se,worked_for_relatives_friends_se,working_in_wage_and_salary_job,now_self_employed,now_looking_for_work,now_in_school_or_training,now_caring_for_family_member,now_retired,now_doing_other,now_disabled,ever_worked,month_last_job_ended,year_last_job_ended,reason_last_job_ended,hourly_pay_rate,hours_worked_per_week,weeks_worked_someone_else,managerial_experience,years_managerial_experience,now_tanf,now_ssi,now_ssdi,now_ga,now_food_stamps,now_social_security,now_health,now_veteran,now_other,currently_receiving_ui_benefits,weeks_received_ui_benefits,family_support,sa_enjoys_working_independently,sa_always_finishes_projects,sa_works_long_hours,sa_has_innovative_ideas,sa_often_takes_initiative,sa_finds_a_way,sa_is_risk_averse,sa_handles_challenges,sa_communicates_well,sa_takes_advice,sa_good_motivator,sa_has_clear_goals,sa_often_misses_deadlines,sa_is_organized,sa_is_indecisive,sa_works_well_under_pressure,sa_has_sense_of_humor,sa_will_not_risk_savings,sa_will_lower_standard_of_living,sa_gets_sick_often,sa_finds_many_solutions,is_responsible_for_child_care,has_child_care_plans,has_car,has_telephone,has_computer,has_bank_account,has_credit_history,has_credit_history_problem,has_salaried_family_support,amount_salaried_family_support,has_health_insurance,health_insurance_source,is_operating_business,months_in_business,ever_operated_similar_business,builds_on_work_skills,builds_on_hobby_skills,is_home_based_business,has_location_in_mind,has_formal_business_plan,why_to_obtain_more_income,why_to_be_own_boss,why_to_pursue_interests,why_to_use_specific_talent,why_for_schedule_flexibility,why_to_work_at_home,why_to_realize_dream,why_to_avoid_unemployment,why_other,why_to_help_others,why_to_create_jobs,why_to_save_for_retirement,why_because_of_disability,why_for_fun_or_job_satisfaction,why_for_personal_fulfillment,why_for_security,why_to_meet_market_needs
PA3410,0,2004-09-27,1,0,0,0,40,0,0,0,0,1,0,0,0,0,1,18,1,0,-1,5,7,1,1,0,1,5,56,5,1996,7,2000,0,0,24,1,1,0,-1,0,0,1,0,0,0,0,0,1,6,2004,9,33.46,50,52,1,10,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,4,1,1,1,1,2,5,1,5,1,1,3,2,2,1,0,0,1,1,1,1,1,1,0,-1,0,-1,0,-1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3411,0,2004-09-27,1,0,0,0,53,0,0,0,0,1,0,0,0,0,1,16,2,1,1,5,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.94,40,52,1,19,0,0,0,0,0,0,0,0,0,0,-4,3,1,1,1,3,1,2,3,1,1,1,1,1,3,1,3,1,1,3,3,5,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,-1,1,-4,1,1,-1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
PA3412,0,2004-09-27,1,1,1,1,42,0,0,0,0,1,0,0,0,0,1,13,3,1,1,2,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,1,1,8,1992,9,44.97,40,-4,1,3,0,1,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,5,1,5,1,1,1,1,1,1,1,1,0,-4,-4,0,-1,0,-1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PA3413,0,2004-09-27,1,0,0,0,36,0,0,0,0,0,0,0,1,0,4,18,2,1,2,3,3,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,0,0,0,0,1,7,2004,1,13.94,40,48,0,-1,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,1,1,1,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1,1,-1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
PA3414,1,2004-09-27,1,1,1,1,51,0,0,1,0,0,0,0,0,0,1,12,3,1,1,1,5,1,1,0,1,6,44,6,1988,6,1995,0,0,70,1,4,0,-1,0,0,1,0,0,0,0,0,1,8,2002,1,21.63,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,2,1,1,5,1,1,1,1,2,5,1,5,1,2,4,1,5,1,1,1,1,1,1,1,1,0,1,400,1,2,0,-1,0,0,1,1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PA3415,1,2004-09-27,1,1,1,1,47,0,0,0,0,1,0,0,0,0,1,18,2,0,-1,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,3,2004,3,7.37,60,40,1,11,0,0,0,0,0,0,0,0,0,1,8,1,1,2,1,2,1,2,3,1,1,1,2,2,4,1,1,2,1,2,2,5,1,0,0,1,1,1,1,1,0,1,1700,1,2,0,-1,0,-4,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
PA3416,1,2004-09-27,1,1,1,0,49,0,0,0,0,1,0,0,0,0,1,15,4,1,-4,4,3,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,1,10.63,40,52,1,4,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,5,5,5,1,0,0,1,1,1,0,1,1,1,450,1,3,1,5,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3417,0,2004-09-27,1,1,1,0,52,0,0,0,0,1,0,0,0,0,1,13,3,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,12,2002,7,10,40,-4,0,-1,0,0,0,1,1,0,0,0,0,0,-4,1,1,1,1,1,1,5,1,2,2,1,2,5,1,2,2,1,2,5,1,5,1,0,-4,0,1,1,0,1,1,1,-4,1,3,0,-1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
PA3418,1,2004-09-27,1,1,0,0,44,1,1,0,0,0,0,0,0,0,1,12,2,0,-1,3,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,5,2004,1,25,40,22,1,3,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,2,1,3,2,1,2,2,2,4,2,2,2,1,4,1,4,1,1,0,1,1,0,1,1,1,0,-1,0,-1,0,-1,0,1,1,1,-1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
PA3419,0,2004-09-27,1,1,0,0,54,1,0,1,0,0,0,0,0,0,1,14,1,0,-1,3,1,1,1,0,1,0.8,23,8,2004,-4,-4,1,6,32,1,-4,1,0,0,1,0,0,0,0,0,0,1,8,2003,1,20.03,48,-4,1,15,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,3,2,1,3,1,4,3,0,0,1,1,0,1,1,0,0,-1,0,-1,1,2,0,1,0,1,-1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
PA3420,0,2004-09-27,1,1,0,0,47,0,0,0,0,0,0,0,0,1,1,13,3,0,-1,3,3,1,1,0,1,0.9,44,7,1990,5,1991,0,0,60,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.25,20,40,1,2,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,3,1,2,1,2,1,5,1,5,2,1,5,1,5,1,0,-4,0,1,1,1,1,-4,1,-4,0,-1,0,-1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
PA3444,0,2004-10-04,2,1,1,1,57,1,0,1,0,0,0,0,0,0,1,12,2,0,-1,3,2,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,1,1,10,2003,9,-4,16,28,1,3,0,0,0,0,0,1,0,0,0,0,-4,2,1,1,1,2,1,2,3,2,1,2,1,1,4,1,2,2,1,3,1,4,1,0,0,0,1,1,1,1,1,0,-1,1,4,0,-1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
PA3445,0,2004-10-04,2,1,1,1,35,1,0,0,0,1,0,0,0,0,1,11,5,1,3,1,2,1,1,0,1,4,23,7,1999,-4,-4,1,36,20,0,0,1,0,0,1,0,0,0,0,0,0,1,6,1999,6,4.62,25,3,1,12,0,0,0,1,1,0,0,0,0,0,-4,1,2,1,1,1,1,1,4,1,2,1,1,1,2,1,4,2,1,5,2,5,1,0,1,1,1,1,0,1,1,1,200,1,3,1,6,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
PA3446,0,2004-10-04,2,1,1,1,48,1,0,0,0,1,0,0,0,0,1,14,2,0,-1,1,4,1,1,0,1,1.2,44,7,2004,-4,-4,1,12,30,0,0,1,0,0,1,0,1,0,0,0,0,1,9,2004,1,17.5,6,38,0,-1,0,0,0,0,1,0,0,0,0,0,14,1,1,1,1,1,1,1,5,1,1,1,1,1,5,2,5,1,1,5,1,5,1,0,0,1,1,1,1,1,0,0,-1,0,-1,1,2,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PA3447,0,2004-10-04,2,1,1,1,44,0,0,0,0,1,0,0,0,0,1,10,2,0,-1,1,4,1,1,0,1,0.5,44,2,2003,-4,-4,1,28,10,0,-4,1,0,0,1,0,1,0,0,0,0,1,6,2004,3,10,20,8,1,10,0,0,0,0,0,0,0,0,0,1,8,1,1,1,1,1,1,1,5,1,1,1,1,2,5,1,5,1,1,5,1,5,1,0,0,1,1,1,1,1,1,0,-1,0,-1,1,2,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PA3448,1,2004-10-04,2,0,0,0,43,0,0,1,0,0,0,0,0,0,1,16,4,1,2,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.54,40,44,1,5,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,2,2,4,1,1,2,1,2,5,2,2,1,1,4,1,3,1,0,1,1,1,1,1,1,0,1,1000,1,2,0,-1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3449,1,2004-10-04,2,0,0,0,41,1,0,1,0,0,0,0,0,0,1,18,2,1,1,3,7,1,1,0,1,1,23,3,1990,2,1991,0,0,20,0,1,1,0,0,0,1,0,0,0,0,0,1,5,2004,1,30.77,50,35,1,12,0,0,0,0,0,0,0,0,0,1,12,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,2,2,5,1,0,1,1,1,1,1,1,0,0,-1,1,5,0,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PA3450,0,2004-10-04,2,1,1,1,45,1,0,0,0,1,0,0,0,0,1,14,3,0,-1,5,6,1,1,0,1,1.8,71,10,2002,-4,-4,1,-4,-4,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,25,8,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,5,1,5,1,0,-4,1,1,1,-4,1,1,0,-1,0,-1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3451,0,2004-10-04,2,1,1,1,46,1,0,1,0,0,0,0,0,0,1,18,1,0,-1,5,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-4,-4,-4,-4,-4,-4,-4,1,1,2004,9,7.43,40,12,1,5,0,0,0,0,0,0,0,0,0,1,16,3,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,5,1,5,1,0,0,1,1,1,1,1,0,0,-1,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3452,1,2004-10-04,2,1,1,1,51,0,0,0,0,0,0,0,0,1,1,15,1,0,-1,3,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,8,2004,7,13,40,32,1,13,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,1,4,1,1,2,1,1,5,1,5,1,1,4,1,5,1,0,0,1,1,1,1,1,0,1,300,0,-1,0,-1,1,-4,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PA3453,1,2004-10-04,2,1,1,1,53,0,0,1,0,0,0,0,0,0,1,12,4,0,-1,1,2,1,1,0,1,5,81,8,1999,-4,-4,1,52,40,1,0,1,0,0,1,0,0,1,0,0,0,1,12,2002,2,-4,40,-4,1,5,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,5,3,5,2,0,0,1,1,1,1,1,0,0,-1,1,5,1,5,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PA3454,1,2004-10-04,2,1,1,0,21,1,0,0,0,1,0,0,0,0,1,12,3,1,1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,25,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,2,2,1,1,1,1,2,3,2,1,1,1,2,4,2,4,2,1,5,4,5,3,1,1,1,1,1,1,1,0,1,400,0,-1,1,1,0,0,0,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PA3455,1,2004-10-04,2,1,1,1,61,0,0,1,0,0,0,0,0,0,1,18,1,0,-1,2,6,1,1,0,1,-4,61,3,2003,-4,-4,1,8,3,0,0,0,-1,0,0,1,0,0,0,0,0,1,4,2004,1,17.48,55,46,1,11,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,4,1,1,2,1,2,3,2,5,1,2,4,2,3,1,0,0,1,1,1,1,1,0,0,-1,1,5,1,11,0,1,1,1,-1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PA3470,1,2004-10-11,2,1,1,1,38,0,0,0,0,1,0,0,0,0,1,14,2,1,1,3,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,0,0,0,0,1,9,2003,4,-4,25,-4,1,3,0,0,0,0,0,0,0,0,1,0,8,1,1,1,1,1,1,1,5,1,1,1,1,2,5,1,5,1,1,5,1,5,1,0,1,0,1,1,1,1,1,0,-1,0,-1,0,-1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3471,0,2004-10-11,2,1,1,0,68,1,0,0,0,0,0,0,1,0,4,16,5,0,-1,1,6,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,1,11,1997,5,1.44,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,3,1,2,2,1,1,3,2,2,3,1,1,5,1,1,1,2,5,1,1,0,0,1,1,1,0,-1,1,1538,1,3,0,-1,1,1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3472,1,2004-10-11,2,1,1,1,45,0,0,0,0,0,0,0,1,0,1,18,5,1,2,1,6,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.91,45,40,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,5,1,1,2,2,5,1,0,1,1,1,1,1,1,0,0,-1,1,1,0,-1,0,1,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3473,0,2004-10-11,2,1,1,1,63,1,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,8,2004,1,28.85,40,52,0,-1,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,2,3,1,1,2,1,1,4,2,5,1,1,1,1,4,2,0,0,1,1,1,1,1,0,1,1154,1,2,0,-1,0,1,0,1,-1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PA3474,1,2004-10-11,2,0,0,0,34,0,0,1,0,0,0,0,0,0,1,14,5,1,3,1,4,1,1,0,1,4,62,-4,-4,8,2003,0,0,30,1,-4,0,-1,0,0,1,0,0,0,0,0,1,9,2004,4,13.35,36,36,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,2,5,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,500,1,2,0,-1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PA3475,0,2004-10-11,2,1,1,1,27,1,0,1,0,0,0,0,0,0,1,18,2,0,-1,1,6,1,1,0,1,0.3,56,6,2004,-4,-4,1,12,45,0,0,1,1,0,1,0,0,0,0,0,0,1,5,2004,6,-4,45,40,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,2,1,1,1,4,1,1,1,1,1,4,2,4,2,1,4,2,5,1,0,0,1,1,1,1,1,0,1,750,1,2,1,4,0,1,1,1,-1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
PA3505,1,2004-10-15,2,1,1,1,27,0,0,0,0,1,0,0,0,0,1,15,5,1,3,2,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,1,0,0,0,0,1,8,2004,4,10,40,52,1,2,0,0,0,0,1,0,0,0,0,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,4,1,1,5,1,5,1,1,1,1,1,1,1,1,0,0,-1,1,3,0,-1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PA3506,0,2004-10-15,2,1,1,1,37,0,0,1,0,0,0,0,0,0,1,15,5,1,3,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,7,2004,1,16.83,40,52,1,15,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,2,5,1,0,1,1,1,1,1,1,1,1,1200,1,2,0,-1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3507,0,2004-10-15,2,1,1,0,35,1,0,1,0,0,0,0,0,0,1,11,4,1,2,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,1,9,2004,1,16.5,40,52,0,-1,0,0,0,0,0,0,0,0,0,1,3,2,3,1,2,2,2,1,3,1,2,2,2,1,4,1,5,2,1,4,2,5,1,0,1,1,1,1,1,1,0,1,220,0,-1,0,-1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
PA3508,1,2004-10-15,2,1,1,0,47,0,0,0,0,1,0,0,0,0,1,15,4,1,2,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,40,46,1,16,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,2,1,2,4,4,1,1,1,2,4,2,4,2,2,4,2,5,2,1,1,1,1,1,1,1,1,1,-4,1,2,0,-1,1,1,1,1,-1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3509,1,2004-10-15,2,1,1,1,41,0,0,1,0,0,0,0,0,0,1,14,2,0,-1,1,4,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,1,10,2003,9,13.91,40,-4,0,-1,0,0,0,0,0,0,0,0,1,0,-4,1,1,1,2,3,2,1,2,1,1,1,2,2,3,1,3,2,1,1,1,1,1,0,-4,1,1,1,1,1,1,0,-1,1,5,1,5,0,1,0,1,-1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
PA3510,1,2004-10-15,2,0,0,0,33,1,0,1,0,0,0,0,0,0,1,16,2,0,-1,5,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,7,2004,1,19,40,36,0,-1,0,0,0,0,0,0,0,0,0,1,12,2,1,1,2,2,1,1,3,1,2,2,2,2,4,1,4,2,1,4,2,5,1,0,-4,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,0,0,1,-1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PA3511,1,2004-10-15,1,1,1,1,40,0,0,0,0,1,0,0,0,0,1,14,3,1,2,5,1,1,1,0,1,1,54,1,1983,-4,-4,1,0,12,1,0,1,1,0,0,0,1,0,0,0,0,1,12,2002,9,14,40,-4,1,3,1,0,0,0,1,0,0,0,0,0,-4,1,1,1,1,2,1,2,4,1,1,2,1,1,5,1,4,1,1,5,1,5,1,1,1,0,1,1,0,1,1,0,-1,1,3,1,22,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
PA3512,0,2004-10-15,1,1,1,1,29,1,0,0,0,1,0,0,0,0,1,13,2,0,-1,5,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.53,40,49,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,-4,1,1,1,-4,1,1,1,1,-4,-4,-4,-4,1,1,-4,1,-4,1,0,0,1,1,1,1,1,0,-4,-4,-4,-4,0,-1,0,1,1,1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PA3513,1,2004-10-15,1,1,1,1,25,0,0,0,0,1,0,0,0,0,1,13,4,1,2,5,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,12,2002,2,5.25,25,-4,0,-1,0,0,0,0,1,0,0,0,0,0,-4,3,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,5,1,5,1,0,-4,0,1,1,0,0,-1,-4,-4,-4,-4,0,-1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
PA3514,1,2004-10-15,1,1,1,1,31,0,0,0,0,1,0,0,0,0,1,11,2,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.55,20,52,1,2,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,1,1,1,3,1,1,1,2,2,5,2,2,1,1,4,1,5,1,0,0,1,1,1,1,1,0,-4,-4,-4,-4,0,-1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
PA3515,0,2004-10-15,1,0,0,0,37,1,0,0,0,1,0,0,0,0,1,16,2,0,-1,3,3,1,1,0,1,3,53,2,2000,-4,-4,1,16,20,0,5,1,1,0,1,1,0,0,0,0,0,1,6,2004,7,14.9,40,30,1,4,0,0,0,0,1,0,0,0,0,1,10,2,2,1,1,1,1,1,3,1,1,1,1,1,5,2,5,1,1,2,1,5,1,0,1,1,1,1,0,1,1,-4,-4,-4,-4,0,-1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
PA3516,0,2004-10-15,1,1,0,0,27,0,0,0,0,1,0,0,0,0,1,16,4,0,-1,5,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.17,40,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,1,5,1,0,0,1,1,1,1,1,1,0,-1,1,1,0,-1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3517,1,2004-10-15,1,1,1,1,31,1,1,0,0,0,0,0,0,0,1,13,1,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,40,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,2,1,1,1,1,2,2,1,1,1,2,2,2,5,2,2,1,1,3,2,5,2,0,1,0,1,1,1,1,1,0,-1,1,1,0,-1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3518,0,2004-10-15,1,0,0,0,37,1,0,1,0,0,0,0,0,0,1,18,2,0,-1,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,5,2004,1,14.96,45,34,1,2,0,0,0,0,0,0,0,0,0,1,15,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,5,1,1,5,1,5,1,0,0,1,1,1,1,1,1,1,-4,1,2,0,-1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
PA3519,1,2004-10-15,1,1,0,0,36,0,0,0,0,1,0,0,0,0,1,13,3,1,2,5,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,1,0,0,0,1,7,2001,5,13,40,-4,0,-1,1,1,0,0,1,0,0,0,1,0,-4,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,-4,-4,-4,-4,0,-1,1,0,1,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
PA3520,0,2004-10-15,1,0,0,0,35,1,0,0,0,1,0,0,0,0,1,11,2,0,-1,5,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,5,2002,4,8.35,20,-4,0,-1,0,0,0,0,1,0,0,0,0,1,-4,2,1,1,2,2,1,2,1,3,2,2,2,2,3,2,3,3,1,3,2,1,2,1,1,0,1,1,1,1,1,0,-1,1,3,0,-1,0,0,0,1,-1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
